skill_id,domain_slug,domain_label,domain_function,owner_role,capability,skill_name,description,business_requirement,trigger_signal,primary_output,success_metric,priority_tier,automation_level,prompt_seed
S0250,design-ux,Design and UX,product design and user experience,design lead,Agent Orchestration,design-ux-agent-orchestration,Automate agent orchestration workflows for Design and UX.,Orchestrate AI agents for high-volume workflows in product design and user experience.,Workload spikes require parallel automation in Design and UX.,Agent workflow graph with fallback and retry policy.,Autonomous completion rate without human escalation.,P1,L3,Act as a top-tier design lead and execute Agent Orchestration for Design and UX.
S0251,design-ux,Design and UX,product design and user experience,design lead,Data Contracts,design-ux-data-contracts,Automate data contracts workflows for Design and UX.,Define enforceable data contracts used by product design and user experience.,Upstream data changes repeatedly break workflows in Design and UX.,Data contract registry with schema and ownership.,Data contract violation rate.,P2,L4,Act as a top-tier design lead and execute Data Contracts for Design and UX.
S0252,design-ux,Design and UX,product design and user experience,design lead,KPI Dashboard,design-ux-kpi-dashboard,Automate kpi dashboard workflows for Design and UX.,Build a live KPI dashboard for product design and user experience.,Leaders ask for real-time visibility in Design and UX.,Automated KPI dashboard with drill-downs.,Dashboard freshness and decision adoption rate.,P2,L4,Act as a top-tier design lead and execute KPI Dashboard for Design and UX.
S0253,design-ux,Design and UX,product design and user experience,design lead,Anomaly Detection,design-ux-anomaly-detection,Automate anomaly detection workflows for Design and UX.,Monitor metrics and detect anomalies in product design and user experience.,Unexpected swings are observed in Design and UX KPIs.,Alert pipeline with anomaly diagnostics.,Mean time to detect KPI anomalies.,P2,L4,Act as a top-tier design lead and execute Anomaly Detection for Design and UX.
S0254,design-ux,Design and UX,product design and user experience,design lead,Forecast Engine,design-ux-forecast-engine,Automate forecast engine workflows for Design and UX.,Forecast outcomes for product design and user experience with confidence bands.,Planning requires forward-looking estimates in Design and UX.,Rolling forecast with scenario assumptions.,Forecast accuracy against actual outcomes.,P2,L4,Act as a top-tier design lead and execute Forecast Engine for Design and UX.
S0255,design-ux,Design and UX,product design and user experience,design lead,Scenario Planning,design-ux-scenario-planning,Automate scenario planning workflows for Design and UX.,Model best/base/worst scenarios for product design and user experience.,A major decision requires downside analysis in Design and UX.,Scenario plan with trigger thresholds.,Decision lead time under uncertainty.,P2,L4,Act as a top-tier design lead and execute Scenario Planning for Design and UX.
S0256,design-ux,Design and UX,product design and user experience,design lead,Experiment Design,design-ux-experiment-design,Automate experiment design workflows for Design and UX.,Design statistically sound experiments for product design and user experience.,Competing hypotheses need validation in Design and UX.,Experiment protocol with success criteria.,Experiment velocity and decision quality.,P2,L4,Act as a top-tier design lead and execute Experiment Design for Design and UX.
S0257,design-ux,Design and UX,product design and user experience,design lead,Experiment Analysis,design-ux-experiment-analysis,Automate experiment analysis workflows for Design and UX.,Analyze experiment results and recommend actions for product design and user experience.,An experiment cycle closes in Design and UX.,Experiment readout with confidence and next action.,Time from experiment end to decision.,P2,L4,Act as a top-tier design lead and execute Experiment Analysis for Design and UX.
S0258,design-ux,Design and UX,product design and user experience,design lead,Customer Insight Mining,design-ux-customer-insight-mining,Automate customer insight mining workflows for Design and UX.,Mine customer signals and extract priorities for product design and user experience.,Signal volume from customers exceeds manual review in Design and UX.,Insight brief with ranked customer themes.,Insight-to-action conversion rate.,P2,L4,Act as a top-tier design lead and execute Customer Insight Mining for Design and UX.
S0259,design-ux,Design and UX,product design and user experience,design lead,Quality Gates,design-ux-quality-gates,Automate quality gates workflows for Design and UX.,Define and enforce quality gates for product design and user experience.,Defect rates exceed tolerance in Design and UX.,Quality gate policy with pass/fail thresholds.,Defects escaped beyond gate per period.,P2,L4,Act as a top-tier design lead and execute Quality Gates for Design and UX.
S0260,design-ux,Design and UX,product design and user experience,design lead,Incident Response,design-ux-incident-response,Automate incident response workflows for Design and UX.,Run incident triage and response workflows for product design and user experience.,A service or process incident hits Design and UX.,"Incident timeline, owner matrix, and resolution plan.",Mean time to resolve incidents.,P2,L4,Act as a top-tier design lead and execute Incident Response for Design and UX.
S0261,design-ux,Design and UX,product design and user experience,design lead,Risk Register,design-ux-risk-register,Automate risk register workflows for Design and UX.,Maintain a live risk register for product design and user experience.,New dependencies or threats emerge in Design and UX.,"Risk register with severity, owner, and mitigation.",Open high-risk items older than SLA.,P2,L4,Act as a top-tier design lead and execute Risk Register for Design and UX.
S0262,design-ux,Design and UX,product design and user experience,design lead,Compliance Controls,design-ux-compliance-controls,Automate compliance controls workflows for Design and UX.,Automate evidence collection and controls for product design and user experience.,Audit preparation starts in Design and UX.,Control checklist with linked evidence.,Control pass rate and audit findings count.,P2,L4,Act as a top-tier design lead and execute Compliance Controls for Design and UX.
S0263,design-ux,Design and UX,product design and user experience,design lead,Vendor Selection,design-ux-vendor-selection,Automate vendor selection workflows for Design and UX.,Run a structured vendor selection process for product design and user experience.,A new tool or service is needed in Design and UX.,Vendor comparison with weighted scoring.,Post-selection satisfaction and time-to-value.,P2,L4,Act as a top-tier design lead and execute Vendor Selection for Design and UX.
S0264,design-ux,Design and UX,product design and user experience,design lead,Vendor Scorecard,design-ux-vendor-scorecard,Automate vendor scorecard workflows for Design and UX.,Monitor vendor performance supporting product design and user experience.,Current vendors underperform against expectations in Design and UX.,Vendor scorecard with SLA and risk trend.,Vendor SLA adherence rate.,P2,L4,Act as a top-tier design lead and execute Vendor Scorecard for Design and UX.
S0265,design-ux,Design and UX,product design and user experience,design lead,Knowledge Management,design-ux-knowledge-management,Automate knowledge management workflows for Design and UX.,Build a searchable knowledge layer for product design and user experience.,Repeated questions create drag in Design and UX.,Indexed knowledge base with freshness policy.,Knowledge reuse rate and answer latency.,P2,L4,Act as a top-tier design lead and execute Knowledge Management for Design and UX.
S0266,design-ux,Design and UX,product design and user experience,design lead,Weekly Business Review,design-ux-weekly-business-review,Automate weekly business review workflows for Design and UX.,Automate weekly business review preparation for product design and user experience.,Weekly review cadence runs in Design and UX.,WBR packet with KPI deltas and decisions needed.,Review prep time and action closure rate.,P3,L5,Act as a top-tier design lead and execute Weekly Business Review for Design and UX.
S0267,design-ux,Design and UX,product design and user experience,design lead,Executive Memo,design-ux-executive-memo,Automate executive memo workflows for Design and UX.,Generate concise executive memos for product design and user experience.,Leadership asks for fast context on a topic in Design and UX.,Decision memo with options and recommendation.,Decision turnaround time.,P3,L5,Act as a top-tier design lead and execute Executive Memo for Design and UX.
S0268,design-ux,Design and UX,product design and user experience,design lead,Stakeholder Update,design-ux-stakeholder-update,Automate stakeholder update workflows for Design and UX.,Produce stakeholder-specific updates for product design and user experience.,Cross-functional stakeholders request status in Design and UX.,Segmented status updates with owner actions.,Stakeholder satisfaction with reporting clarity.,P3,L5,Act as a top-tier design lead and execute Stakeholder Update for Design and UX.
S0269,design-ux,Design and UX,product design and user experience,design lead,Project Recovery,design-ux-project-recovery,Automate project recovery workflows for Design and UX.,Detect and recover at-risk projects in product design and user experience.,A project misses milestone targets in Design and UX.,Recovery plan with rescope and timing options.,Recovery success rate within target window.,P3,L5,Act as a top-tier design lead and execute Project Recovery for Design and UX.
S0270,design-ux,Design and UX,product design and user experience,design lead,Capacity Planning,design-ux-capacity-planning,Automate capacity planning workflows for Design and UX.,Model workload and capacity for product design and user experience.,Demand outpaces team bandwidth in Design and UX.,Capacity model with bottleneck forecast.,Capacity utilization within target range.,P3,L5,Act as a top-tier design lead and execute Capacity Planning for Design and UX.
